x0,x1,x2,x3,x4,y
53.03012662765205,33.86013535220006,8.74162465517011,17.514904818271283,70.13044220686508,1145.98434632672
79.06189251708624,48.37451525200229,41.14183408201107,68.72131876292129,79.41039711732003,1959.7859345107004
11.198138268728242,75.35341061626796,51.60001428705326,49.10781914494908,50.408633285719205,1529.1763355973744
29.016714003652144,8.592092317940791,89.14253018292878,17.257344887275572,4.879843149214668,809.7944227455686
30.91103420457121,43.451027638787,41.46522291154409,74.94918284286629,25.39797211093874,1350.953068280696
72.56653990073866,84.19262210696373,95.5174748694768,74.43925577851927,86.78006071427612,2548.5938789401407
62.66245244710309,21.20480749741641,35.90736248185444,47.481333215075935,33.713721918848194,1143.8268173091733
25.784703137844133,48.923668139359755,31.12356279201244,52.846726225182636,54.469813998621774,1406.3483883229849
54.672946246272005,1.2865004187426199,75.34066987293959,34.600241755304175,91.78840260404245,1784.7855025610133
35.30136264591697,89.303695763044,46.89829720233829,65.78785447493959,70.34310578657167,1958.8110423035102
33.76580288531257,95.51317476425974,99.2088460725909,0.9117266362959953,37.592060390529646,1463.3183498845426
30.372507539579765,25.982454764602313,86.73406529676234,30.8585810139135,36.47850919014254,1328.155953708446
9.897345420020686,13.34043454646694,57.59468084363497,79.17543090513809,2.0648996691080446,1063.75441106358
49.22992668760926,67.79418671741992,8.852764480557617,97.63974893119871,57.91551054774309,1790.3112937232445
27.655677036293003,67.42064755674292,50.71471424987879,67.47142098774084,53.52557918504763,1701.426386441075
93.08402301168528,27.570074361760653,46.683810578535144,10.32800094809928,49.78769340745034,1170.9775157431147
16.662799450677035,2.1714311457915136,30.840056167981643,16.577827395064006,99.93943991597907,1373.0823130652548
84.33725879135888,79.13976801487749,96.88344135826549,29.670509726730376,30.816138032772823,1612.603648668386
35.791985004456706,8.151706072308261,45.38422108144247,8.778243253707018,46.40244767989002,923.9904933550356
99.66643183059203,31.395527296884897,43.51717761889397,70.57754507336905,86.89888095497724,2017.149201999963
71.05579245494529,83.55335778900863,47.28180861120854,86.11822039083114,84.42685177771907,2300.6852764292603
51.38845449369482,41.36531974831972,59.06276529085959,47.03777794528625,52.810054752315786,1518.7612459701209
95.97912809177632,14.170811811345907,42.56818900699552,79.55518071350389,70.9189016266369,1869.2502702291788
28.16922488799436,95.35036939446607,25.86534272313028,59.09953770354137,33.83506151535497,1408.5321754694792
3.7722140952425542,10.91249973032845,17.336803508294242,58.7883153871497,34.677168920571674,972.9912176831688
18.545025795329583,31.20624665533873,35.65838833421046,14.698499927476005,77.81018322297858,1295.8342407754099
78.05580332097426,59.03530780854751,50.61789929679276,67.07001031067237,14.984773847656873,1385.357580956914
49.8297347270295,33.542504581767375,55.66615510397851,39.94489624135022,76.03780883269816,1648.2039595889169
82.83087034409722,90.85612587410121,55.769781544506934,59.274187568334945,31.83583861896315,1671.6769684866908
64.89472961449056,20.44660247325032,13.143198310551496,95.26108862551523,55.981109297955655,1621.9696373108961
35.47518527618848,38.60531065880218,18.70007391746188,62.93528080277419,9.072761447198785,952.5720029517122
16.511091523398314,31.3824768931261,18.54193039675992,46.6755690400616,30.285802407046823,970.5855838476037
90.9989911362173,25.090521832402445,93.97979855915561,57.923639714201805,56.67330821201277,1893.7669872516915
65.31385988556207,32.02208369965779,3.8473936945439546,15.311249138802685,0.2459337915226789,415.2395808360312
23.650437501653975,16.52205551264504,47.99262712216022,22.251850341985314,86.42329722145153,1453.2915126097334
86.60629917192115,36.79061971044791,33.37147588232745,47.860686341581996,13.061330374983914,1032.9143537761543
43.78304523722405,49.95708992605612,50.15152966851518,59.29676993968873,25.515532272161266,1324.086987868961
92.41643676922533,68.93774472498217,23.866475318190417,16.296668370483815,44.91566449701728,1191.824424862196
10.181155660386143,1.3978432101809823,49.908547485845325,47.28061745741633,78.0440125531179,1483.297083403103
